33, 브레드&버터  까베르네 소비뇽, Bread&Butter  Cabernet Sauvignon, 레드, 미국(U.S.A), 브레드&버터 Bread&Butter, 카베르네 소비뇽 (Cabernet Sauvignon) 100%, 4, 3, 1, 3, ,스테이크|피자|버섯|바비큐, 13~14 %, 바비큐 음식| 립아이스테이크| 버섯피자| 치즈 버거 등과 잘 어울린다., https://www.wine21.com/13_search/wine_view.html?Idx=164964,Bread & Butter Pinot Noir,4.0
35, 인디고 아이즈  피노 누아, Indigo Eyes  Pinot Noir, 레드, 미국(U.S.A), 인디고 아이즈 Indigo Eyes, 피노 누아 (Pinot Noir) 100%, 3, 3, 1, 3, 무화과|장미,치즈, , 숙성된 치즈| 육류 요리 등과 잘 어울린다., https://www.wine21.com/13_search/wine_view.html?Idx=165293,Indigo Eyes Pinot Noir,3.5
36, 파트라슈 부르고뉴 피노 누아, Patriarche Bourgogne Pinot Noir, 레드, 프랑스(France), 파트라슈 Patriarche, 피노 누아 (Pinot Noir) 100%, 3, 2, 1, 5, ,치즈, 12~13 %, 야생고기| 흰살고기 요리 및 치즈 등과 잘 어울린다., https://www.wine21.com/13_search/wine_view.html?Idx=161261,Patriarche Père & Fils Pinot Noir Bourgogne Couvent des Visitandines,3.3
37, 프레시넷  프로세코, Freixenet  Prosecco, 스파클링, 이탈리아(Italy), 프레시넷 Freixenet, 글레라 (Glera), 2, 1, 1, 5, 사과,과일|샐러드|디저트|치즈, 11~12 %, 샐러드| 부드러운 치즈| 단단한 치즈| 디저트| 과일| 밀가루 음식 등과 잘 어울린다., https://www.wine21.com/13_search/wine_view.html?Idx=167507,Freixenet Prosecco,3.7
38, 벨트악스 돈펠더, Weltachs Dornfelder, 레드, 독일(Germany), 벨트악스 Weltachs, 돈펠더 (Dornfelder) 100%, 3, 4, 1, 4, ,케이크|치즈, , 딸기 케이크| 과일안주| 신선한 치즈, https://www.wine21.com/13_search/wine_view.html?Idx=159963,Weltachs Dornfelder,3.2
39, 코노 수르  비씨클레타 소비뇽 블랑, Cono Sur  Bicicleta Sauvignon Blanc, 화이트, 칠레(Chile), 코노 수르 Cono Sur, 소비뇽 블랑 (Sauvignon Blanc) 100%, 2, 1, 1, 4, 미네랄|시트러스|사과|허브,식전주, 12.5 %, 식전주로 제일 잘 어울린다., https://www.wine21.com/13_search/wine_view.html?Idx=152276,Cono Sur Bicicleta Reserva Sauvignon Blanc,3.6
40, 간치아  모스카토 다스티, Gancia  Moscato d'Asti, 화이트, 이탈리아(Italy), 간치아 Gancia, 모스카토 (Moscato ) 100%, 3, 1, 4, 2, ,, 7~8 %, 달콤한 케익| 가벼운 스넥 또는 그냥 와인만 마셔도 좋다., https://www.wine21.com/13_search/wine_view.html?Idx=145740,Gancia Moscato d'Asti,3.7
43, 롱반 메를로, Long Barn Merlot, 레드, 미국(U.S.A), 카모미 Ca'Momi, 메를로 (Merlot) 100%, 4, 4, 1, 3, 블랙베리|가죽,, 13.5 %, 불고기| 양념갈비| 제육볶음| 족발| 훈제오리| 치킨 등 다양한 육류 요리는 물론 토마토나 크림 소스의 피자| 파스타와도 잘 어울린다., https://www.wine21.com/13_search/wine_view.html?Idx=161703,Long Barn Merlot,3.5
45, 발레벨보  모스카토 스푸만테, Vallebelbo  Moscato Spumante, 스파클링, 이탈리아(Italy), 발레벨보 Vallebelbo, 모스카토 (Moscato ) 100%, 2, 1, 4, 2, 리치,과일, 6.5 %, 케이크| 쿠키 등 각종 디저트 류와 잘 어울린다., https://www.wine21.com/13_search/wine_view.html?Idx=139565,Vallebelbo Moscato Spumante Dolce,3.6
46, 간치아  프로세코, Gancia  Prosecco, 스파클링, 이탈리아(Italy), 간치아 Gancia, 프로세코 (Prosecco), 3, 1, 2, 3, ,해산물|치즈, 11~12 %, 애피타이저| 리조또| 파스타| 치즈와 해산물 등 다양한 음식과 잘 어울린다., https://www.wine21.com/13_search/wine_view.html?Idx=155426,Gancia Prosecco Dry,4.0
48, 마르께스 데 리스칼  레세르바, Marques de Riscal  Reserva, 레드, 스페인(Spain), 마르께스 데 리스칼 Marques de Riscal, 템프라니요 (Tempranillo) | 그라시아노 (Graciano) | 마주엘로 (Mazuelo), 4, 4, 1, 3, 체리|오크,불고기, 14~15 %, 감칠맛 나는 육류 음식(갈비| 불고기)| 피자| 크림 파스타 등과 잘 어울린다., https://www.wine21.com/13_search/wine_view.html?Idx=140533,Marqués de Riscal Rioja Reserva,4.0
49, 산 페드로  가또 네그로 까베르네 소비뇽, San Pedro  Gato Negro Cabernet Sauvignon, 레드, 칠레(Chile), 산 페드로 San Pedro, 카베르네 소비뇽 (Cabernet Sauvignon), 2, 3, 1, 3, 고수,스테이크|가금류|한식, 13~14 %, 가금류| 스테이크요리| 한식요리 등과 잘 어울린다., https://www.wine21.com/13_search/wine_view.html?Idx=137418,San Pedro Gato Negro Cabernet Sauvignon,3.4
50, 아와테레 소비뇽 블랑, Awatere Sauvignon Blanc, 화이트, 뉴질랜드(New Zealand), 코노 Kono, 소비뇽 블랑 (Sauvignon Blanc) 100%, 2, 1, 1, 4, 효모|미네랄|구아바|허브,해산물|샐러드, 12~13 %, 해산물 요리| 생선요리| 샐러드 등과 잘 어울린다., https://www.wine21.com/13_search/wine_view.html?Idx=164980,Tohu Awatere Valley Sauvignon Blanc,4.0
54, G7 까베르네 소비뇽, G7 Cabernet Sauvignon, 레드, 칠레(Chile), 지세븐 G7, 카베르네 소비뇽 (Cabernet Sauvignon) 100%, 2, 2, 1, 3, ,, , 스테이크| 갈비구이| 피자| 미트소스 파스타, https://www.wine21.com/13_search/wine_view.html?Idx=149589,The 7th Generation - G7 Cabernet Sauvignon,3.2
56, 말보로 릿지  소비뇽 블랑, Marlborough Ridge  Sauvignon Blanc, 화이트, 뉴질랜드(New Zealand), 말보로 릿지 Marlborough Ridge, 소비뇽 블랑 (Sauvignon Blanc), 2, 1, 1, 4, 효모|시트러스,해산물|샐러드, 12~13 %, 해산물| 구운 생선| 그린 샐러드| 스파게티 등과 잘 어울린다., https://www.wine21.com/13_search/wine_view.html?Idx=165882,Marlborough Ridge Sauvignon Blanc,3.8
57, 머드 하우스  말보로 소비뇽 블랑, Mud House  Marlborough Sauvignon Blanc, 화이트, 뉴질랜드(New Zealand), 머드 하우스 Mud House, 소비뇽 블랑 (Sauvignon Blanc) 100%, 2, 1, 1, 4, 레몬|허브,해산물|샐러드|파스타|연어, , 해산물| 샐러드| 연어 파스타 등과 잘 어울린다., https://www.wine21.com/13_search/wine_view.html?Idx=157648,Mud House Sauvignon Blanc,4.0
58, 해피데이 프리미엄, Happy Day Premium, 레드, 프랑스(France), 카스텔 CASTEL [Groupe CASTEL], 카베르네 소비뇽 (Cabernet Sauvignon) | 카베르네 프랑 (Cabernet Franc) | 메를로 (Merlot), 3, 3, 1, 3, ,불고기|치즈|파스타|바비큐, , 스테이크| 로스트비프| 바비큐| 불고기| 파스타| 다양한 치즈 등과 잘 어울린다., https://www.wine21.com/13_search/wine_view.html?Idx=159479,Malesan Happy Day Premium,2.7
59, 폰세카  루비 포트, Fonseca  Ruby Port, 주정강화, 포르투갈(Portugal), 폰세카 Fonseca, 블렌드 (Blend ), 5, 3, 5, 2, 체리,디저트|치즈, 20 %, 별도의 칠링 없이 블루 치즈와 함께 즐기거나 디저트 와인으로 즐기기에 손색 없다. 숙성 없이 영하게 마시기에 좋은 스타일이다., https://www.wine21.com/13_search/wine_view.html?Idx=162142,Fonseca Ruby Port,3.6
